"STATE.UT","CRIME.HEAD","number","year"
"Madhya Pradesh","TOTAL CRIMES AGAINST WOMEN",15203,"2004"
"Maharashtra","TOTAL CRIMES AGAINST WOMEN",12169,"2004"
"Manipur","TOTAL CRIMES AGAINST WOMEN",134,"2004"
"Meghalaya","TOTAL CRIMES AGAINST WOMEN",113,"2004"
"Mizoram","TOTAL CRIMES AGAINST WOMEN",91,"2004"
"Nagaland","TOTAL CRIMES AGAINST WOMEN",30,"2004"
"Odisha","TOTAL CRIMES AGAINST WOMEN",5239,"2004"
"Punjab","TOTAL CRIMES AGAINST WOMEN",1955,"2004"
"Rajasthan","TOTAL CRIMES AGAINST WOMEN",13127,"2004"
"Sikkim","TOTAL CRIMES AGAINST WOMEN",49,"2004"
"Tamil Nadu","TOTAL CRIMES AGAINST WOMEN",9332,"2004"
"Tripura","TOTAL CRIMES AGAINST WOMEN",670,"2004"
"Uttar Pradesh","TOTAL CRIMES AGAINST WOMEN",15485,"2004"
"Uttarakhand","TOTAL CRIMES AGAINST WOMEN",988,"2004"
"West Bengal","TOTAL CRIMES AGAINST WOMEN",11047,"2004"
"A&N Islands","TOTAL CRIMES AGAINST WOMEN",27,"2004"
"Chandigarh","TOTAL CRIMES AGAINST WOMEN",188,"2004"
"D&N Haveli","TOTAL CRIMES AGAINST WOMEN",22,"2004"
"Daman & Diu","TOTAL CRIMES AGAINST WOMEN",7,"2004"
"Delhi UT","TOTAL CRIMES AGAINST WOMEN",3677,"2004"
"Lakshadweep","TOTAL CRIMES AGAINST WOMEN",1,"2004"
"Puducherry","TOTAL CRIMES AGAINST WOMEN",110,"2004"
"TOTAL Crime against Women","TOTAL CRIMES AGAINST WOMEN",154333,"2004"
"Andhra Pradesh","RAPE",935,"2005"
"Arunachal Pradesh","RAPE",35,"2005"
"Assam","RAPE",1238,"2005"
"Bihar","RAPE",1147,"2005"
"Chhattisgarh","RAPE",990,"2005"
"Goa","RAPE",20,"2005"
"Gujarat","RAPE",324,"2005"
"Haryana","RAPE",461,"2005"
"Himachal Pradesh","RAPE",141,"2005"
"Jammu & Kashmir","RAPE",201,"2005"
"Jharkhand","RAPE",753,"2005"
"Karnataka","RAPE",343,"2005"
"Kerala","RAPE",478,"2005"
"Madhya Pradesh","RAPE",2921,"2005"
"Maharashtra","RAPE",1545,"2005"
"Manipur","RAPE",25,"2005"
"Meghalaya","RAPE",63,"2005"
"Mizoram","RAPE",37,"2005"
"Nagaland","RAPE",17,"2005"
"Odisha","RAPE",799,"2005"
"Punjab","RAPE",398,"2005"
"Rajasthan","RAPE",993,"2005"
"Sikkim","RAPE",18,"2005"
"Tamil Nadu","RAPE",571,"2005"
"Tripura","RAPE",162,"2005"
"Uttar Pradesh","RAPE",1217,"2005"
"Uttarakhand","RAPE",133,"2005"
"West Bengal","RAPE",1686,"2005"
"A&N Islands","RAPE",4,"2005"
"Chandigarh","RAPE",33,"2005"
"D&N Haveli","RAPE",5,"2005"
"Daman & Diu","RAPE",2,"2005"
"Delhi UT","RAPE",658,"2005"
"Lakshadweep","RAPE",0,"2005"
"Puducherry","RAPE",6,"2005"
"All India","RAPE",18359,"2005"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",995,"2005"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",39,"2005"
"Assam","KIDNAPPING & ABDUCTION",1456,"2005"
"Bihar","KIDNAPPING & ABDUCTION",929,"2005"
"Chhattisgarh","KIDNAPPING & ABDUCTION",184,"2005"
"Goa","KIDNAPPING & ABDUCTION",12,"2005"
"Gujarat","KIDNAPPING & ABDUCTION",916,"2005"
"Haryana","KIDNAPPING & ABDUCTION",344,"2005"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",102,"2005"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",658,"2005"
"Jharkhand","KIDNAPPING & ABDUCTION",283,"2005"
"Karnataka","KIDNAPPING & ABDUCTION",312,"2005"
"Kerala","KIDNAPPING & ABDUCTION",129,"2005"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",604,"2005"
"Maharashtra","KIDNAPPING & ABDUCTION",851,"2005"
"Manipur","KIDNAPPING & ABDUCTION",69,"2005"
"Meghalaya","KIDNAPPING & ABDUCTION",19,"2005"
"Mizoram","KIDNAPPING & ABDUCTION",0,"2005"
"Nagaland","KIDNAPPING & ABDUCTION",9,"2005"
"Odisha","KIDNAPPING & ABDUCTION",547,"2005"
"Punjab","KIDNAPPING & ABDUCTION",329,"2005"
"Rajasthan","KIDNAPPING & ABDUCTION",1549,"2005"
"Sikkim","KIDNAPPING & ABDUCTION",2,"2005"
"Tamil Nadu","KIDNAPPING & ABDUCTION",783,"2005"
"Tripura","KIDNAPPING & ABDUCTION",43,"2005"
"Uttar Pradesh","KIDNAPPING & ABDUCTION",2256,"2005"
"Uttarakhand","KIDNAPPING & ABDUCTION",125,"2005"
"West Bengal","KIDNAPPING & ABDUCTION",1039,"2005"
"A&N Islands","KIDNAPPING & ABDUCTION",1,"2005"
"Chandigarh","KIDNAPPING & ABDUCTION",45,"2005"
"D&N Haveli","KIDNAPPING & ABDUCTION",9,"2005"
"Daman & Diu","KIDNAPPING & ABDUCTION",2,"2005"
"Delhi UT","KIDNAPPING & ABDUCTION",1106,"2005"
"Lakshadweep","KIDNAPPING & ABDUCTION",0,"2005"
"Puducherry","KIDNAPPING & ABDUCTION",3,"2005"
"ALL INDIA K&A","KIDNAPPING & ABDUCTION",15750,"2005"
"Andhra Pradesh","DOWRY DEATH",443,"2005"
"Arunachal Pradesh","DOWRY DEATH",0,"2005"
"Assam","DOWRY DEATH",99,"2005"
"Bihar","DOWRY DEATH",1014,"2005"
"Chhattisgarh","DOWRY DEATH",100,"2005"
"Goa","DOWRY DEATH",2,"2005"
"Gujarat","DOWRY DEATH",48,"2005"
"Haryana","DOWRY DEATH",212,"2005"
"Himachal Pradesh","DOWRY DEATH",2,"2005"
"Jammu & Kashmir","DOWRY DEATH",5,"2005"
"Jharkhand","DOWRY DEATH",257,"2005"
"Karnataka","DOWRY DEATH",261,"2005"
"Kerala","DOWRY DEATH",21,"2005"
"Madhya Pradesh","DOWRY DEATH",739,"2005"
"Maharashtra","DOWRY DEATH",341,"2005"
"Manipur","DOWRY DEATH",0,"2005"
"Meghalaya","DOWRY DEATH",1,"2005"
"Mizoram","DOWRY DEATH",4,"2005"
"Nagaland","DOWRY DEATH",0,"2005"
"Odisha","DOWRY DEATH",334,"2005"
"Punjab","DOWRY DEATH",99,"2005"
"Rajasthan","DOWRY DEATH",361,"2005"
"Sikkim","DOWRY DEATH",0,"2005"
"Tamil Nadu","DOWRY DEATH",215,"2005"
"Tripura","DOWRY DEATH",34,"2005"
"Uttar Pradesh","DOWRY DEATH",1564,"2005"
"Uttarakhand","DOWRY DEATH",63,"2005"
"West Bengal","DOWRY DEATH",446,"2005"
"A&N Islands","DOWRY DEATH",0,"2005"
"Chandigarh","DOWRY DEATH",3,"2005"
"D&N Haveli","DOWRY DEATH",0,"2005"
"Daman & Diu","DOWRY DEATH",1,"2005"
"Delhi UT","DOWRY DEATH",114,"2005"
"Lakshadweep","DOWRY DEATH",0,"2005"
"Puducherry","DOWRY DEATH",4,"2005"
"ALL INDIA ","DOWRY DEATH",6787,"2005"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3595,"2005"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",67,"2005"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",899,"2005"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",451,"2005"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1450,"2005"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",30,"2005"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",802,"2005"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",380,"2005"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",286,"2005"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",830,"2005"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",293,"2005"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1585,"2005"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2339,"2005"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",6426,"2005"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3228,"2005"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",25,"2005"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",44,"2005"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",49,"2005"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",7,"2005"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2238,"2005"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",308,"2005"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2503,"2005"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",38,"2005"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1764,"2005"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",161,"2005"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1835,"2005"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",100,"2005"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1572,"2005"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",11,"2005"
"Chandigarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",31,"2005"
"D&N Haveli","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",5,"2005"
"Daman & Diu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1,"2005"
"Delhi UT","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",762,"2005"
"Lakshadweep","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2005"
"Puducherry","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",60,"2005"
"All India","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",34175,"2005"
"Andhra Pradesh","INSULT TO THE MODESTY OF WOMEN",2508,"2005"
"Arunachal Pradesh","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Assam","INSULT TO THE MODESTY OF WOMEN",19,"2005"
"Bihar","INSULT TO THE MODESTY OF WOMEN",13,"2005"
"Chhattisgarh","INSULT TO THE MODESTY OF WOMEN",132,"2005"
"Goa","INSULT TO THE MODESTY OF WOMEN",8,"2005"
"Gujarat","INSULT TO THE MODESTY OF WOMEN",104,"2005"
"Haryana","INSULT TO THE MODESTY OF WOMEN",597,"2005"
"Himachal Pradesh","INSULT TO THE MODESTY OF WOMEN",29,"2005"
"Jammu & Kashmir","INSULT TO THE MODESTY OF WOMEN",371,"2005"
"Jharkhand","INSULT TO THE MODESTY OF WOMEN",36,"2005"
"Karnataka","INSULT TO THE MODESTY OF WOMEN",71,"2005"
"Kerala","INSULT TO THE MODESTY OF WOMEN",175,"2005"
"Madhya Pradesh","INSULT TO THE MODESTY OF WOMEN",792,"2005"
"Maharashtra","INSULT TO THE MODESTY OF WOMEN",919,"2005"
"Manipur","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Meghalaya","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Mizoram","INSULT TO THE MODESTY OF WOMEN",4,"2005"
"Nagaland","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Odisha","INSULT TO THE MODESTY OF WOMEN",184,"2005"
"Punjab","INSULT TO THE MODESTY OF WOMEN",43,"2005"
"Rajasthan","INSULT TO THE MODESTY OF WOMEN",28,"2005"
"Sikkim","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Tamil Nadu","INSULT TO THE MODESTY OF WOMEN",665,"2005"
"Tripura","INSULT TO THE MODESTY OF WOMEN",1,"2005"
"Uttar Pradesh","INSULT TO THE MODESTY OF WOMEN",2881,"2005"
"Uttarakhand","INSULT TO THE MODESTY OF WOMEN",89,"2005"
"West Bengal","INSULT TO THE MODESTY OF WOMEN",54,"2005"
"A&N Islands","INSULT TO THE MODESTY OF WOMEN",1,"2005"
"Chandigarh","INSULT TO THE MODESTY OF WOMEN",9,"2005"
"D&N Haveli","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Daman & Diu","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Delhi UT","INSULT TO THE MODESTY OF WOMEN",225,"2005"
"Lakshadweep","INSULT TO THE MODESTY OF WOMEN",0,"2005"
"Puducherry","INSULT TO THE MODESTY OF WOMEN",26,"2005"
"All India","INSULT TO THE MODESTY OF WOMEN",9984,"2005"
"Andhra Pradesh","CRUELTY BY HUSBAND OR RELATIVES",8696,"2005"
"Arunachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",9,"2005"
"Assam","CRUELTY BY HUSBAND OR RELATIVES",2206,"2005"
"Bihar","CRUELTY BY HUSBAND OR RELATIVES",1574,"2005"
"Chhattisgarh","CRUELTY BY HUSBAND OR RELATIVES",732,"2005"
"Goa","CRUELTY BY HUSBAND OR RELATIVES",11,"2005"
"Gujarat","CRUELTY BY HUSBAND OR RELATIVES",4090,"2005"
"Haryana","CRUELTY BY HUSBAND OR RELATIVES",2075,"2005"
"Himachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",228,"2005"
"Jammu & Kashmir","CRUELTY BY HUSBAND OR RELATIVES",76,"2005"
"Jharkhand","CRUELTY BY HUSBAND OR RELATIVES",590,"2005"
"Karnataka","CRUELTY BY HUSBAND OR RELATIVES",1883,"2005"
"Kerala","CRUELTY BY HUSBAND OR RELATIVES",3283,"2005"
"Madhya Pradesh","CRUELTY BY HUSBAND OR RELATIVES",2989,"2005"
"Maharashtra","CRUELTY BY HUSBAND OR RELATIVES",6233,"2005"
"Manipur","CRUELTY BY HUSBAND OR RELATIVES",20,"2005"
"Meghalaya","CRUELTY BY HUSBAND OR RELATIVES",3,"2005"
"Mizoram","CRUELTY BY HUSBAND OR RELATIVES",0,"2005"
"Nagaland","CRUELTY BY HUSBAND OR RELATIVES",0,"2005"
"Odisha","CRUELTY BY HUSBAND OR RELATIVES",1671,"2005"
"Punjab","CRUELTY BY HUSBAND OR RELATIVES",729,"2005"
"Rajasthan","CRUELTY BY HUSBAND OR RELATIVES",5997,"2005"
"Sikkim","CRUELTY BY HUSBAND OR RELATIVES",4,"2005"
"Tamil Nadu","CRUELTY BY HUSBAND OR RELATIVES",1650,"2005"
"Tripura","CRUELTY BY HUSBAND OR RELATIVES",439,"2005"
"Uttar Pradesh","CRUELTY BY HUSBAND OR RELATIVES",4505,"2005"
"Uttarakhand","CRUELTY BY HUSBAND OR RELATIVES",272,"2005"
"West Bengal","CRUELTY BY HUSBAND OR RELATIVES",6936,"2005"
"A&N Islands","CRUELTY BY HUSBAND OR RELATIVES",5,"2005"
"Chandigarh","CRUELTY BY HUSBAND OR RELATIVES",75,"2005"
"D&N Haveli","CRUELTY BY HUSBAND OR RELATIVES",5,"2005"
"Daman & Diu","CRUELTY BY HUSBAND OR RELATIVES",3,"2005"
"Delhi UT","CRUELTY BY HUSBAND OR RELATIVES",1324,"2005"
"Lakshadweep","CRUELTY BY HUSBAND OR RELATIVES",0,"2005"
"Puducherry","CRUELTY BY HUSBAND OR RELATIVES",6,"2005"
"All India","CRUELTY BY HUSBAND OR RELATIVES",58319,"2005"
"Andhra Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",681,"2005"
"Arunachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Assam","IMMORAL TRAFFIC(PREVENTION)ACT",25,"2005"
"Bihar","IMMORAL TRAFFIC(PREVENTION)ACT",28,"2005"
"Chhattisgarh","IMMORAL TRAFFIC(PREVENTION)ACT",6,"2005"
"Goa","IMMORAL TRAFFIC(PREVENTION)ACT",38,"2005"
"Gujarat","IMMORAL TRAFFIC(PREVENTION)ACT",59,"2005"
"Haryana","IMMORAL TRAFFIC(PREVENTION)ACT",85,"2005"
"Himachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2005"
"Jammu & Kashmir","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2005"
"Jharkhand","IMMORAL TRAFFIC(PREVENTION)ACT",13,"2005"
"Karnataka","IMMORAL TRAFFIC(PREVENTION)ACT",1241,"2005"
"Kerala","IMMORAL TRAFFIC(PREVENTION)ACT",225,"2005"
"Madhya Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",19,"2005"
"Maharashtra","IMMORAL TRAFFIC(PREVENTION)ACT",222,"2005"
"Manipur","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2005"
"Meghalaya","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2005"
"Mizoram","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2005"
"Nagaland","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2005"
"Odisha","IMMORAL TRAFFIC(PREVENTION)ACT",29,"2005"
"Punjab","IMMORAL TRAFFIC(PREVENTION)ACT",58,"2005"
"Rajasthan","IMMORAL TRAFFIC(PREVENTION)ACT",115,"2005"
"Sikkim","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Tamil Nadu","IMMORAL TRAFFIC(PREVENTION)ACT",2777,"2005"
"Tripura","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Uttar Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",31,"2005"
"Uttarakhand","IMMORAL TRAFFIC(PREVENTION)ACT",2,"2005"
"West Bengal","IMMORAL TRAFFIC(PREVENTION)ACT",74,"2005"
"A&N Islands","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Chandigarh","IMMORAL TRAFFIC(PREVENTION)ACT",9,"2005"
"D&N Haveli","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Daman & Diu","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2005"
"Delhi UT","IMMORAL TRAFFIC(PREVENTION)ACT",151,"2005"
"Lakshadweep","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2005"
"Puducherry","IMMORAL TRAFFIC(PREVENTION)ACT",5,"2005"
"All India","IMMORAL TRAFFIC(PREVENTION)ACT",5908,"2005"
"Andhra Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2657,"2005"
"Arunachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Assam","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Bihar","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Chhattisgarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Goa","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Gujarat","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Haryana","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Himachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Jammu & Kashmir","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Jharkhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2,"2005"
"Karnataka","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Kerala","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",108,"2005"
"Madhya Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Maharashtra","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",8,"2005"
"Manipur","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Meghalaya","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Mizoram","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Nagaland","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Odisha","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2005"
"Punjab","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Rajasthan","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",109,"2005"
"Sikkim","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Tamil Nadu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",30,"2005"
"Tripura","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Uttar Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Uttarakhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"West Bengal","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2005"
"A&N Islands","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Chandigarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"D&N Haveli","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Daman & Diu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Delhi UT","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2005"
"Lakshadweep","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"Puducherry","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2005"
"All India","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2917,"2005"
"Andhra Pradesh","TOTAL CRIMES AGAINST WOMEN",20819,"2005"
"Arunachal Pradesh","TOTAL CRIMES AGAINST WOMEN",150,"2005"
"Assam","TOTAL CRIMES AGAINST WOMEN",6027,"2005"
"Bihar","TOTAL CRIMES AGAINST WOMEN",6019,"2005"
"Chhattisgarh","TOTAL CRIMES AGAINST WOMEN",3599,"2005"
"Goa","TOTAL CRIMES AGAINST WOMEN",121,"2005"
"Gujarat","TOTAL CRIMES AGAINST WOMEN",6343,"2005"
"Haryana","TOTAL CRIMES AGAINST WOMEN",4161,"2005"
"Himachal Pradesh","TOTAL CRIMES AGAINST WOMEN",793,"2005"
"Jammu & Kashmir","TOTAL CRIMES AGAINST WOMEN",2144,"2005"
"Jharkhand","TOTAL CRIMES AGAINST WOMEN",2544,"2005"
"Karnataka","TOTAL CRIMES AGAINST WOMEN",6057,"2005"
"Kerala","TOTAL CRIMES AGAINST WOMEN",6762,"2005"
"Madhya Pradesh","TOTAL CRIMES AGAINST WOMEN",14529,"2005"
"Maharashtra","TOTAL CRIMES AGAINST WOMEN",13370,"2005"
"Manipur","TOTAL CRIMES AGAINST WOMEN",140,"2005"
"Meghalaya","TOTAL CRIMES AGAINST WOMEN",131,"2005"
"Mizoram","TOTAL CRIMES AGAINST WOMEN",95,"2005"
"Nagaland","TOTAL CRIMES AGAINST WOMEN",37,"2005"
"Odisha","TOTAL CRIMES AGAINST WOMEN",6249,"2005"
"Punjab","TOTAL CRIMES AGAINST WOMEN",1969,"2005"
"Rajasthan","TOTAL CRIMES AGAINST WOMEN",11657,"2005"
"Sikkim","TOTAL CRIMES AGAINST WOMEN",62,"2005"
"Tamil Nadu","TOTAL CRIMES AGAINST WOMEN",8648,"2005"
"Tripura","TOTAL CRIMES AGAINST WOMEN",840,"2005"
"Uttar Pradesh","TOTAL CRIMES AGAINST WOMEN",14875,"2005"
"Uttarakhand","TOTAL CRIMES AGAINST WOMEN",786,"2005"
"West Bengal","TOTAL CRIMES AGAINST WOMEN",11887,"2005"
"A&N Islands","TOTAL CRIMES AGAINST WOMEN",22,"2005"
"Chandigarh","TOTAL CRIMES AGAINST WOMEN",205,"2005"
"D&N Haveli","TOTAL CRIMES AGAINST WOMEN",24,"2005"
"Daman & Diu","TOTAL CRIMES AGAINST WOMEN",10,"2005"
"Delhi UT","TOTAL CRIMES AGAINST WOMEN",4351,"2005"
"Lakshadweep","TOTAL CRIMES AGAINST WOMEN",0,"2005"
"Puducherry","TOTAL CRIMES AGAINST WOMEN",127,"2005"
"TOTAL Crime against Women","TOTAL CRIMES AGAINST WOMEN",155553,"2005"
"Andhra Pradesh","RAPE",1049,"2006"
"Arunachal Pradesh","RAPE",37,"2006"
"Assam","RAPE",1244,"2006"
"Bihar","RAPE",1232,"2006"
"Chhattisgarh","RAPE",995,"2006"
"Goa","RAPE",21,"2006"
"Gujarat","RAPE",354,"2006"
"Haryana","RAPE",608,"2006"
"Himachal Pradesh","RAPE",113,"2006"
"Jammu & Kashmir","RAPE",250,"2006"
"Jharkhand","RAPE",799,"2006"
"Karnataka","RAPE",400,"2006"
"Kerala","RAPE",601,"2006"
"Madhya Pradesh","RAPE",2900,"2006"
"Maharashtra","RAPE",1500,"2006"
"Manipur","RAPE",40,"2006"
"Meghalaya","RAPE",74,"2006"
"Mizoram","RAPE",72,"2006"
"Nagaland","RAPE",23,"2006"
"Odisha","RAPE",985,"2006"
"Punjab","RAPE",442,"2006"
"Rajasthan","RAPE",1085,"2006"
"Sikkim","RAPE",20,"2006"
"Tamil Nadu","RAPE",457,"2006"
"Tripura","RAPE",189,"2006"
"Uttar Pradesh","RAPE",1314,"2006"
"Uttarakhand","RAPE",147,"2006"
"West Bengal","RAPE",1731,"2006"
"A&N Islands","RAPE",6,"2006"
"Chandigarh","RAPE",19,"2006"
"D&N Haveli","RAPE",6,"2006"
"Daman & Diu","RAPE",3,"2006"
"Delhi UT","RAPE",623,"2006"
"Lakshadweep","RAPE",0,"2006"
"Puducherry","RAPE",9,"2006"
"All India","RAPE",19348,"2006"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",1329,"2006"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",51,"2006"
"Assam","KIDNAPPING & ABDUCTION",1544,"2006"
"Bihar","KIDNAPPING & ABDUCTION",1084,"2006"
"Chhattisgarh","KIDNAPPING & ABDUCTION",178,"2006"
"Goa","KIDNAPPING & ABDUCTION",10,"2006"
"Gujarat","KIDNAPPING & ABDUCTION",945,"2006"
"Haryana","KIDNAPPING & ABDUCTION",431,"2006"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",109,"2006"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",723,"2006"
"Jharkhand","KIDNAPPING & ABDUCTION",410,"2006"
"Karnataka","KIDNAPPING & ABDUCTION",328,"2006"
"Kerala","KIDNAPPING & ABDUCTION",202,"2006"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",617,"2006"
"Maharashtra","KIDNAPPING & ABDUCTION",921,"2006"
"Manipur","KIDNAPPING & ABDUCTION",79,"2006"
"Meghalaya","KIDNAPPING & ABDUCTION",25,"2006"
"Mizoram","KIDNAPPING & ABDUCTION",1,"2006"
